monument,monumentLabel,founder,founderLabel,genderLabel,birthDate,deathDate,lifespan,birthCountryLabel,deathCountryLabel,universityLabel
http://www.wikidata.org/entity/Q5776807,коллегиальная церковь Сан-Косме в Сан-Дамиане,http://www.wikidata.org/entity/Q334796,Хиндасвинт,мужской пол,0563-01-01T00:00:00Z,0653-10-03T00:00:00Z,90,Гибралтар,Испания,
http://www.wikidata.org/entity/Q2564552,Монумент нейтралитета,http://www.wikidata.org/entity/Q82918,Сапармурат Атаевич Ниязов,мужской пол,1940-02-19T00:00:00Z,2006-12-21T00:00:00Z,66,Туркменистан,Туркменистан,Высшая партийная школа при ЦК КПСС
http://www.wikidata.org/entity/Q5776807,коллегиальная церковь Сан-Косме в Сан-Дамиане,http://www.wikidata.org/entity/Q334796,Хиндасвинт,мужской пол,0563-01-01T00:00:00Z,0653-10-03T00:00:00Z,90,Франция,Испания,
http://www.wikidata.org/entity/Q9141,Тадж-Махал,http://www.wikidata.org/entity/Q83672,Шах-Джахан,мужской пол,1592-01-15T00:00:00Z,1666-01-22T00:00:00Z,74,Пакистан,Индия,
http://www.wikidata.org/entity/Q279689,Монастырь Баньска,http://www.wikidata.org/entity/Q319597,Стефан Урош II Милутин,мужской пол,1253-01-01T00:00:00Z,1321-11-06T00:00:00Z,68,,Сербия,
http://www.wikidata.org/entity/Q7070003,медресе Нурийя,http://www.wikidata.org/entity/Q312973,Нур ад-Дин Махмуд,мужской пол,1118-02-18T00:00:00Z,1174-05-22T00:00:00Z,56,Укайлиды,Сирия,
http://www.wikidata.org/entity/Q115856,Дзуйходэн,http://www.wikidata.org/entity/Q115852,Тадамунэ Датэ,мужской пол,1600-01-23T00:00:00Z,1658-08-10T00:00:00Z,58,Сёгунат Токугава,Сёгунат Токугава,
http://www.wikidata.org/entity/Q3250647,Мечеть аль-Аббас,http://www.wikidata.org/entity/Q141317,аль-Мухтар ас-Сакафи,мужской пол,0622-01-01T00:00:00Z,0687-04-06T00:00:00Z,65,Саудовская Аравия,Ирак,
http://www.wikidata.org/entity/Q645181,Латеранский обелиск,http://www.wikidata.org/entity/Q157985,Тутмос IV,мужской пол,-1500-01-01T00:00:00Z,-1400-01-01T00:00:00Z,100,,Египет,
http://www.wikidata.org/entity/Q42431185,Фёдоровский геологический музей,http://www.wikidata.org/entity/Q726827,Евграф Степанович Фёдоров,мужской пол,1853-12-22T00:00:00Z,1919-05-21T00:00:00Z,66,Россия,Россия,Военный институт (инженерно-технический)
http://www.wikidata.org/entity/Q119719218,Королевский мавзолей в Опленаце,http://www.wikidata.org/entity/Q211827,Пётр I Карагеоргиевич,мужской пол,1844-07-11T00:00:00Z,1921-08-16T00:00:00Z,77,Сербия,Сербия,Сен-Сир
http://www.wikidata.org/entity/Q119719218,Королевский мавзолей в Опленаце,http://www.wikidata.org/entity/Q211827,Пётр I Карагеоргиевич,мужской пол,1844-07-11T00:00:00Z,1921-08-16T00:00:00Z,77,Сербия,Сербия,Первая Белградская гимназия
http://www.wikidata.org/entity/Q17026167,Гробница Асаф-хана,http://www.wikidata.org/entity/Q83672,Шах-Джахан,мужской пол,1592-01-15T00:00:00Z,1666-01-22T00:00:00Z,74,Пакистан,Индия,
http://www.wikidata.org/entity/Q84708549,Tokugawa Mausoleum,http://www.wikidata.org/entity/Q314481,Токугава Иэмицу,мужской пол,1604-08-12T00:00:00Z,1651-06-08T00:00:00Z,47,Япония,Япония,
http://www.wikidata.org/entity/Q11823400,Курган мира,http://www.wikidata.org/entity/Q10780825,Алоиз Словак,мужской пол,1859-08-01T00:00:00Z,1930-03-23T00:00:00Z,71,Чехия,Чехия,
http://www.wikidata.org/entity/Q38041345,Q38041345,http://www.wikidata.org/entity/Q11877985,Laurentius Scipio,мужской пол,1611-11-11T00:00:00Z,1691-07-17T00:00:00Z,80,Польша,Чехия,
http://www.wikidata.org/entity/Q50024555,Мемориальный комплекс Хатынь,http://www.wikidata.org/entity/Q15522508,"Селиханов, Сергей Иванович",мужской пол,1917-03-08T00:00:00Z,1976-09-28T00:00:00Z,59,Россия,Беларусь,Витебское художественное училище
http://www.wikidata.org/entity/Q1954226,Museu Arqueològic i d'Història d'Elx,http://www.wikidata.org/entity/Q8194195,Alejandro Ramos Folqués,мужской пол,1906-07-05T00:00:00Z,1984-06-03T00:00:00Z,78,Испания,Испания,
http://www.wikidata.org/entity/Q30623575,Bijoy Toran,http://www.wikidata.org/entity/Q15996467,Bijoy Chand Mahtab,мужской пол,1881-10-19T00:00:00Z,1941-08-29T00:00:00Z,60,Индия,Индия,Калькуттский университет
http://www.wikidata.org/entity/Q66316012,Terreiro Ilê Axé Alabaxé,http://www.wikidata.org/entity/Q86923930,Edson dos Santos,мужской пол,,2012-12-12T00:00:00Z,,,Бразилия,
http://www.wikidata.org/entity/Q112706393,Q112706393,http://www.wikidata.org/entity/Q11986923,Ludvig Holgersen Rosenkrantz,мужской пол,1628-04-19T00:00:00Z,1685-08-23T00:00:00Z,57,Дания,Норвегия,
http://www.wikidata.org/entity/Q50024555,Мемориальный комплекс Хатынь,http://www.wikidata.org/entity/Q13031222,Леонид Менделевич Левин,мужской пол,1936-07-25T00:00:00Z,2014-03-01T00:00:00Z,78,Беларусь,Беларусь,Белорусский национальный технический университет
http://www.wikidata.org/entity/Q118808714,Карагачёвая роща,http://www.wikidata.org/entity/Q13174163,Алексей Михайлович Фетисов,мужской пол,1842-01-01T00:00:00Z,1894-02-13T00:00:00Z,52,Россия,Кыргызстан,
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,Того,Бразилия,
http://www.wikidata.org/entity/Q118808714,Карагачёвая роща,http://www.wikidata.org/entity/Q13174163,Алексей Михайлович Фетисов,мужской пол,1842-01-01T00:00:00Z,1894-02-13T00:00:00Z,52,Украина,Кыргызстан,
http://www.wikidata.org/entity/Q56146516,Pantheon of the Dukes of Infantado,http://www.wikidata.org/entity/Q75824408,Хуан де Диос де Сильва-и-Мендоса-и-Аро,мужской пол,1672-01-01T00:00:00Z,1737-12-09T00:00:00Z,65,Испания,Испания,
http://www.wikidata.org/entity/Q124071370,Q124071370,http://www.wikidata.org/entity/Q10321684,Luís de Queirós,мужской пол,1849-06-12T00:00:00Z,1898-06-11T00:00:00Z,49,Бразилия,Бразилия,
http://www.wikidata.org/entity/Q18483776,Centro Educacional Carneiro Ribeiro,http://www.wikidata.org/entity/Q16490701,Anísio Teixeira,мужской пол,1900-07-12T00:00:00Z,1971-03-11T00:00:00Z,71,Бразилия,Бразилия,юридический факультет Федерального университета Рио-де-Жанейро
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,Гана,Бразилия,
http://www.wikidata.org/entity/Q109324748,Lanificio Forti de La Briglia,http://www.wikidata.org/entity/Q47497491,Beniamino Forti,мужской пол,1829-01-01T00:00:00Z,1901-01-01T00:00:00Z,72,Италия,Италия,
http://www.wikidata.org/entity/Q110273358,Чёрмозский завод,http://www.wikidata.org/entity/Q15733414,Николай Григорьевич Строганов,мужской пол,1700-10-02T00:00:00Z,1758-01-01T00:00:00Z,58,Россия,Россия,
http://www.wikidata.org/entity/Q680292,Собрадо,http://www.wikidata.org/entity/Q11682452,Hermenegildo Alóitez,мужской пол,0898-01-01T00:00:00Z,0966-01-01T00:00:00Z,68,Испания,Испания,
http://www.wikidata.org/entity/Q311441,мечеть ар-Рифаи,http://www.wikidata.org/entity/Q19667280,Хошьяр Кадын,женский пол,,1885-06-21T00:00:00Z,,,Египет,
http://www.wikidata.org/entity/Q38041345,Q38041345,http://www.wikidata.org/entity/Q11877985,Laurentius Scipio,мужской пол,1611-11-13T00:00:00Z,1691-09-26T00:00:00Z,80,Польша,Чехия,
http://www.wikidata.org/entity/Q3462700,Palace of Laredo,http://www.wikidata.org/entity/Q21844802,Manuel José de Laredo y Ordoño,мужской пол,1842-04-19T00:00:00Z,1896-06-13T00:00:00Z,54,Испания,Испания,
http://www.wikidata.org/entity/Q3036438,Fournier Museum of Playing Cards,http://www.wikidata.org/entity/Q12258045,Félix Alfaro Fournier,мужской пол,1895-02-02T00:00:00Z,1989-01-23T00:00:00Z,94,Испания,Испания,
http://www.wikidata.org/entity/Q150118,Osaka Castle Park,http://www.wikidata.org/entity/Q11656594,Хадзимэ Сэки,мужской пол,1873-09-26T00:00:00Z,1935-01-26T00:00:00Z,62,Япония,Япония,Tokyo University of Commerce
http://www.wikidata.org/entity/Q5755482,Casa del Fundador Gonzalo Suárez Rendón,http://www.wikidata.org/entity/Q6440163,Gonzalo Suárez Rendón,мужской пол,1503-01-01T00:00:00Z,1590-01-01T00:00:00Z,87,Испания,Колумбия,
http://www.wikidata.org/entity/Q20514223,Памятник Армену Тиграняну,http://www.wikidata.org/entity/Q16383213,Хачатур Искандарян,мужской пол,1923-01-13T00:00:00Z,2015-03-29T00:00:00Z,92,Армения,Армения,Ереванский государственный художественно-театральный институт
http://www.wikidata.org/entity/Q18659414,Памятник Независимости,http://www.wikidata.org/entity/Q6207529,Вильгельм Александр Теслефф,мужской пол,1880-07-27T00:00:00Z,1941-03-26T00:00:00Z,61,Россия,Финляндия,Николаевская академия Генерального штаба
http://www.wikidata.org/entity/Q50024555,Мемориальный комплекс Хатынь,http://www.wikidata.org/entity/Q28598655,Валентин Павлович Занкович,мужской пол,1937-06-05T00:00:00Z,2025-12-23T00:00:00Z,88,Беларусь,Беларусь,Белорусская государственная академия искусств
http://www.wikidata.org/entity/Q38041345,Q38041345,http://www.wikidata.org/entity/Q11877985,Laurentius Scipio,мужской пол,1611-11-11T00:00:00Z,1691-09-26T00:00:00Z,80,Польша,Чехия,
http://www.wikidata.org/entity/Q10301397,Ilê Axé Opó Afonjá,http://www.wikidata.org/entity/Q10278170,Eugênia Anna Santos,женский пол,1869-07-13T00:00:00Z,1938-01-03T00:00:00Z,69,Бразилия,Бразилия,
http://www.wikidata.org/entity/Q3361046,Palace of Infantado,http://www.wikidata.org/entity/Q8078611,"Иньиго Лопес де Мендоса-и-де-ла-Вега, 2-й герцог Инфантадо",мужской пол,1438-01-01T00:00:00Z,1500-07-14T00:00:00Z,62,Испания,Королевство Кастилия и Леон,
http://www.wikidata.org/entity/Q52819161,Scuola Materna di Lierna,http://www.wikidata.org/entity/Q66363947,Aldo Natoli,мужской пол,1906-01-01T00:00:00Z,1971-01-01T00:00:00Z,65,Италия,Италия,
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,Бенин,Бразилия,
http://www.wikidata.org/entity/Q20513868,Avag Petrossian's Monument,http://www.wikidata.org/entity/Q15831774,Левон Галумян,мужской пол,1940-06-25T00:00:00Z,2017-08-28T00:00:00Z,77,Армения,США,Национальный политехнический университет Армении
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,Буркина-Фасо,Бразилия,
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,Гамбия,Бразилия,
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,Гвинея,Бразилия,
http://www.wikidata.org/entity/Q2897727,Assassins' Gate,http://www.wikidata.org/entity/Q1316,Саддам Хусейн,мужской пол,1937-04-28T00:00:00Z,2006-12-30T00:00:00Z,69,Ирак,Ирак,Каирский университет
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,Гвинея-Бисау,Бразилия,
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,Кот-д’Ивуар,Бразилия,
http://www.wikidata.org/entity/Q50024555,Мемориальный комплекс Хатынь,http://www.wikidata.org/entity/Q28598655,Валентин Павлович Занкович,мужской пол,1937-06-05T00:00:00Z,2025-12-23T00:00:00Z,88,Беларусь,Беларусь,Белорусский национальный технический университет
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,Кабо-Верде,Бразилия,
http://www.wikidata.org/entity/Q5470092,Former Indian National Army Monument,http://www.wikidata.org/entity/Q2153,Субхас Чандра Бос,мужской пол,1897-01-23T00:00:00Z,1945-08-18T00:00:00Z,48,Индия,Тайвань,Калькуттский университет
http://www.wikidata.org/entity/Q11352381,Q11352381,http://www.wikidata.org/entity/Q11510262,Nichira,мужской пол,,0583-01-01T00:00:00Z,,,Япония,
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,"Острова Святой Елены, Вознесения и Тристан-да-Кунья",Бразилия,
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,Либерия,Бразилия,
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,Мали,Бразилия,
http://www.wikidata.org/entity/Q112706393,Q112706393,http://www.wikidata.org/entity/Q11986923,Ludvig Holgersen Rosenkrantz,мужской пол,1628-04-18T00:00:00Z,1685-08-23T00:00:00Z,57,Дания,Норвегия,
http://www.wikidata.org/entity/Q66316032,Terreiro Rumpame Ayono Runtólogi,http://www.wikidata.org/entity/Q10320894,Gaiaku Luiza,женский пол,1909-08-25T00:00:00Z,2005-06-20T00:00:00Z,96,Бразилия,Бразилия,
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,Мавритания,Бразилия,
http://www.wikidata.org/entity/Q117745663,William deGarthe Art Gallery,http://www.wikidata.org/entity/Q8008338,William E. deGarthe,мужской пол,1907-01-01T00:00:00Z,1983-01-01T00:00:00Z,76,Финляндия,Канада,Гранд-Шомьер
http://www.wikidata.org/entity/Q770847,Мавзолей Августа,http://www.wikidata.org/entity/Q1405,Октавиан Август,мужской пол,-0062-09-21T00:00:00Z,0014-08-17T00:00:00Z,76,Италия,Италия,
http://www.wikidata.org/entity/Q5470092,Former Indian National Army Monument,http://www.wikidata.org/entity/Q2153,Субхас Чандра Бос,мужской пол,1897-01-23T00:00:00Z,1945-08-18T00:00:00Z,48,Индия,Тайвань,Университетская школа Рэйвеншо
http://www.wikidata.org/entity/Q747322,Мадюродам,http://www.wikidata.org/entity/Q28064075,Bep Boon-van der Starp,женский пол,1884-01-31T00:00:00Z,1959-10-09T00:00:00Z,75,Нидерланды,Нидерланды,
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,Нигер,Бразилия,
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,Нигерия,Бразилия,
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,Сан-Томе и Принсипи,Бразилия,
http://www.wikidata.org/entity/Q123147545,Lanificio Forti de L'Isola,http://www.wikidata.org/entity/Q47497491,Beniamino Forti,мужской пол,1829-01-01T00:00:00Z,1901-01-01T00:00:00Z,72,Италия,Италия,
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,Сенегал,Бразилия,
http://www.wikidata.org/entity/Q5470092,Former Indian National Army Monument,http://www.wikidata.org/entity/Q2153,Субхас Чандра Бос,мужской пол,1897-01-23T00:00:00Z,1945-08-18T00:00:00Z,48,Индия,Тайвань,Президентский университет
http://www.wikidata.org/entity/Q24934426,Национальный музей Республики Марий Эл имени Т. Евсеева,http://www.wikidata.org/entity/Q28822731,"Евсеев, Тимофей Евсеевич",мужской пол,1887-02-01T00:00:00Z,1937-11-11T00:00:00Z,50,Россия,Россия,
http://www.wikidata.org/entity/Q66315993,Terreiro Aganjú Didê (Ici Mimó),http://www.wikidata.org/entity/Q97013324,Judith Ferreira do Sacramento,женский пол,1800-01-01T00:00:00Z,1940-01-01T00:00:00Z,140,Сьерра-Леоне,Бразилия,
http://www.wikidata.org/entity/Q117745663,William deGarthe Art Gallery,http://www.wikidata.org/entity/Q8008338,William E. deGarthe,мужской пол,1907-01-01T00:00:00Z,1983-01-01T00:00:00Z,76,Финляндия,Канада,Университет Маунт-Элисон
http://www.wikidata.org/entity/Q135798546,Bishop Ward Normal and Collegiate Institute,http://www.wikidata.org/entity/Q59680829,Thomas Marcus Decatur Ward,мужской пол,1823-01-01T00:00:00Z,1894-06-11T00:00:00Z,71,,США,
http://www.wikidata.org/entity/Q165366,Дом Анны Франк,http://www.wikidata.org/entity/Q7336,Отто Франк,мужской пол,1889-05-12T00:00:00Z,1980-08-19T00:00:00Z,91,Германия,Швейцария,Гейдельбергский университет
http://www.wikidata.org/entity/Q38041345,Q38041345,http://www.wikidata.org/entity/Q11877985,Laurentius Scipio,мужской пол,1611-11-13T00:00:00Z,1691-07-17T00:00:00Z,80,Польша,Чехия,
http://www.wikidata.org/entity/Q5470092,Former Indian National Army Monument,http://www.wikidata.org/entity/Q2153,Субхас Чандра Бос,мужской пол,1897-01-23T00:00:00Z,1945-08-18T00:00:00Z,48,Индия,Тайвань,колледж Бангабаси-Морнинг
http://www.wikidata.org/entity/Q16366527,Памятник Александру Манташеву,http://www.wikidata.org/entity/Q15831774,Левон Галумян,мужской пол,1940-06-25T00:00:00Z,2017-08-28T00:00:00Z,77,Армения,США,Национальный политехнический университет Армении
http://www.wikidata.org/entity/Q5786018,Monastery of Corpus Christi las Carboneras,http://www.wikidata.org/entity/Q108180657,Beatriz Ramírez de Mendoza,женский пол,1556-01-01T00:00:00Z,1626-11-04T00:00:00Z,70,Испания,Испания,
http://www.wikidata.org/entity/Q5470092,Former Indian National Army Monument,http://www.wikidata.org/entity/Q2153,Субхас Чандра Бос,мужской пол,1897-01-23T00:00:00Z,1945-08-18T00:00:00Z,48,Индия,Тайвань,колледж Фицуильяма
http://www.wikidata.org/entity/Q10302600,Instituto Nacional de Educação de Surdos,http://www.wikidata.org/entity/Q23687315,Édouard Huet,мужской пол,1822-01-01T00:00:00Z,1882-01-10T00:00:00Z,60,Франция,Мексика,National Institute of Deaf Youth of Paris
http://www.wikidata.org/entity/Q5470092,Former Indian National Army Monument,http://www.wikidata.org/entity/Q2153,Субхас Чандра Бос,мужской пол,1897-01-23T00:00:00Z,1945-08-18T00:00:00Z,48,Индия,Тайвань,Шотландский церковный колледж
http://www.wikidata.org/entity/Q11888648,Porin Konepaja,http://www.wikidata.org/entity/Q55395720,Karl Johan Lönegren,мужской пол,1823-01-01T00:00:00Z,1895-01-01T00:00:00Z,72,Финляндия,Финляндия,
http://www.wikidata.org/entity/Q4515084,Четвёртый постамент,http://www.wikidata.org/entity/Q1460885,Королевское общество искусств,,,,,,,
http://www.wikidata.org/entity/Q6873175,Mireuksa,http://www.wikidata.org/entity/Q498007,Mu,мужской пол,0580-01-01T00:00:00Z,0641-01-01T00:00:00Z,61,,,
http://www.wikidata.org/entity/Q60999777,Church of Mount Carmel,http://www.wikidata.org/entity/Q186277,Кармелиты,,,,,,,
http://www.wikidata.org/entity/Q113074119,"Gedenktafel ""Wegmarke"" in Munich",http://www.wikidata.org/entity/Q1688746,Ariane Rüdiger,женский пол,1958-04-11T00:00:00Z,,,Германия,,
http://www.wikidata.org/entity/Q18220881,Igrexa de San Francisco de Betanzos,http://www.wikidata.org/entity/Q3297917,Fernán Pérez de Andrade,мужской пол,1326-01-01T00:00:00Z,1397-01-01T00:00:00Z,71,,,
http://www.wikidata.org/entity/Q21059135,Simhyangsa,http://www.wikidata.org/entity/Q485114,Вон Хё,мужской пол,0617-01-01T00:00:00Z,0686-01-01T00:00:00Z,69,Республика Корея,,
http://www.wikidata.org/entity/Q2480885,Taiyū-in Mausoleum,http://www.wikidata.org/entity/Q1142310,Tenkai,мужской пол,1536-01-01T00:00:00Z,1643-11-13T00:00:00Z,107,Япония,,
http://www.wikidata.org/entity/Q4082904,Белохолуницкий машстройзавод,http://www.wikidata.org/entity/Q2833707,Александр Иванович Глебов,мужской пол,1722-08-26T00:00:00Z,1790-06-02T00:00:00Z,68,,,
http://www.wikidata.org/entity/Q20508191,Alphabet park,http://www.wikidata.org/entity/Q4330790,Агван Овсепян,мужской пол,1953-01-07T00:00:00Z,,,Армения,,юридический факультет Ереванского государственного университета
http://www.wikidata.org/entity/Q4407094,Bailleul Road West Cemetery,http://www.wikidata.org/entity/Q3446069,Королевские шотландцы,,,,,,,
http://www.wikidata.org/entity/Q2042384,Masnieres British Cemetery,http://www.wikidata.org/entity/Q223165,3-я дивизия,,,,,,,
http://www.wikidata.org/entity/Q460889,Центр искусств королевы Софии,http://www.wikidata.org/entity/Q156548,София Греческая,женский пол,1938-11-02T00:00:00Z,,,Греция,,El Nasr Girls' College
http://www.wikidata.org/entity/Q3412514,Кубба аль-Баадийин,http://www.wikidata.org/entity/Q552458,Али ибн Юсуф,мужской пол,1083-01-01T00:00:00Z,1143-01-26T00:00:00Z,60,Марокко,,
http://www.wikidata.org/entity/Q1976030,Haute-Avesnes British Cemetery,http://www.wikidata.org/entity/Q2438997,51-я пехотная дивизия (Великобритания),,,,,,,
http://www.wikidata.org/entity/Q460889,Центр искусств королевы Софии,http://www.wikidata.org/entity/Q156548,София Греческая,женский пол,1938-11-02T00:00:00Z,,,Греция,,школа во дворце Залем
http://www.wikidata.org/entity/Q460889,Центр искусств королевы Софии,http://www.wikidata.org/entity/Q156548,София Греческая,женский пол,1938-11-02T00:00:00Z,,,Греция,,Афинский университет
http://www.wikidata.org/entity/Q2772238,"Guards Cemetery, Windy Corner",http://www.wikidata.org/entity/Q2471075,2-я пехотная дивизия,,,,,,,
http://www.wikidata.org/entity/Q135439025,Q135439025,http://www.wikidata.org/entity/Q2327995,Львувек-Слёнски,,,,,,,
http://www.wikidata.org/entity/Q11397463,Mausoleum of Maeda Toshinaga,http://www.wikidata.org/entity/Q587204,Тосицунэ Маэда,мужской пол,1594-01-16T00:00:00Z,1658-11-07T00:00:00Z,64,,,
http://www.wikidata.org/entity/Q1540402,Monastery of Santa María de Sandoval,http://www.wikidata.org/entity/Q621962,Понсе де Минерва,мужской пол,1110-01-01T00:00:00Z,1175-07-27T00:00:00Z,65,,,
http://www.wikidata.org/entity/Q4095933,Братская могила (с. Уколица),http://www.wikidata.org/entity/Q4294505,Министерство обороны СССР,,,,,,,
http://www.wikidata.org/entity/Q460889,Центр искусств королевы Софии,http://www.wikidata.org/entity/Q156548,София Греческая,женский пол,1938-11-02T00:00:00Z,,,Греция,,Мадридский автономный университет
http://www.wikidata.org/entity/Q460889,Центр искусств королевы Софии,http://www.wikidata.org/entity/Q156548,София Греческая,женский пол,1938-11-02T00:00:00Z,,,Греция,,колледж Фицуильяма
http://www.wikidata.org/entity/Q18191506,Beit Hakerem – Yefe Nof Memorial Garden,http://www.wikidata.org/entity/Q2974831,Муниципалитет Иерусалима,,,,,,,
http://www.wikidata.org/entity/Q2104852,Bancourt British Cemetery,http://www.wikidata.org/entity/Q4324015,Новозеландская дивизия,,,,,,,
http://www.wikidata.org/entity/Q1858097,Dainville British Cemetery,http://www.wikidata.org/entity/Q1259934,56th (London) Division,,,,,,,
http://www.wikidata.org/entity/Q1886350,Dragoon Camp Cemetery,http://www.wikidata.org/entity/Q752760,Королевские уэльские фузилёры,,,,,,,
http://www.wikidata.org/entity/Q19311184,Gure Aitaren Etxea,http://www.wikidata.org/entity/Q2554299,Правительство Страны Басков,,,,,,,
http://www.wikidata.org/entity/Q126888387,Altar of Saint Aloysius Gonzaga,http://www.wikidata.org/entity/Q3826638,House of Lancellotti,,,,,,,
http://www.wikidata.org/entity/Q61092789,Q61092789,http://www.wikidata.org/entity/Q1021411,Ratiboř,,,,,,,
http://www.wikidata.org/entity/Q6931339,Mud Corner Cemetery,http://www.wikidata.org/entity/Q4324015,Новозеландская дивизия,,,,,,,
http://www.wikidata.org/entity/Q4130010,Вышка-бабушка,http://www.wikidata.org/entity/Q4205576,Ишимбайнефть,,,,,,,
http://www.wikidata.org/entity/Q2147007,Ontario Cemetery,http://www.wikidata.org/entity/Q2665617,Канадский экспедиционный корпус,,,,,,,
http://www.wikidata.org/entity/Q1775781,Monastery of Santa María de Palazuelos,http://www.wikidata.org/entity/Q521492,Альфонсо Тельес де Менесес эль Вьехо,мужской пол,1161-01-01T00:00:00Z,1230-01-01T00:00:00Z,69,,,
http://www.wikidata.org/entity/Q2361084,"Sandpits British Cemetery, Fouquereuil",http://www.wikidata.org/entity/Q74166,XIII Corps,,,,,,,
http://www.wikidata.org/entity/Q6740387,"Jewish Patisans and Ghetto fighers memorial in Latrun, Israel",http://www.wikidata.org/entity/Q2578249,Кабинет министров Израиля,,,,,,,
http://www.wikidata.org/entity/Q111510522,Дом-музей академиков А. Е. и Б. А. Арбузовых,http://www.wikidata.org/entity/Q2370801,Академия наук СССР,,,,,,,
http://www.wikidata.org/entity/Q2512241,Rue-David Military Cemetery,http://www.wikidata.org/entity/Q3091157,Royal Scots Fusiliers,,,,,,,
http://www.wikidata.org/entity/Q3412514,Кубба аль-Баадийин,http://www.wikidata.org/entity/Q552458,Али ибн Юсуф,мужской пол,1084-01-01T00:00:00Z,1143-01-26T00:00:00Z,59,Марокко,,
http://www.wikidata.org/entity/Q2313018,Ribecourt Railway Cemetery,http://www.wikidata.org/entity/Q223165,3-я дивизия,,,,,,,
http://www.wikidata.org/entity/Q61729132,House of Prayer of the Carmelite Third Order,http://www.wikidata.org/entity/Q186277,Кармелиты,,,,,,,
http://www.wikidata.org/entity/Q3323353,Monument des Écossais,http://www.wikidata.org/entity/Q2809659,Q2809659,,,,,,,
http://www.wikidata.org/entity/Q131537867,Nobile monument,http://www.wikidata.org/entity/Q3963340,Итальянское географическое общество,,,,,,,
